BARIS_ASLI,TGL,BULAN,HARI,KODE,NAMA_BARANG,BRAND,QTY,SATUAN,HARGA,HARGA_EFEKTIF,OMZET,RASIO,PELANGGAN,SUMBER_HARGA,TINGKAT_TERTINGGI,SKOR_ANOMALI,FLAG
6448,2020-09-21,2020-09-01,Monday,MI-001,MIAMI 8 LTR NEAPOLITAN CHOCO CHIPS,MIAMI,20.0,PAIL,125000.0,125000.0,2500000.0,1.0,ULIL,asli,bersih,0,
6449,2020-09-21,2020-09-01,Monday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,1.0,PAIL,130000.0,130000.0,130000.0,1.0,CASH,asli,bersih,0,
6450,2020-09-21,2020-09-01,Monday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,50.0,DUS,316000.0,316000.0,15800000.0,1.0,GRAHA SANDENI,asli,info,1,S03
6451,2020-09-21,2020-09-01,Monday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,5.0,DUS,310000.0,310000.0,1550000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
6452,2020-09-21,2020-09-01,Monday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,20.0,DUS,316000.0,316000.0,6320000.0,1.0,RUMAH SOSIS,asli,bersih,0,
6453,2020-09-21,2020-09-01,Monday,MIN-008,MINAKU FISH ROLL 1000 GR X 10,MINAKU,8.0,PACK,38527.0,38527.0,308216.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
6454,2020-09-21,2020-09-01,Monday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,1.0,DUS,370000.0,370000.0,370000.0,1.0,TOKO ADT,asli,bersih,0,
6455,2020-09-21,2020-09-01,Monday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,7.0,DUS,340000.0,340000.0,2380000.0,1.0,ARIS FOOD,asli,bersih,0,
6456,2020-09-21,2020-09-01,Monday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,2.0,DUS,190000.0,190000.0,380000.0,1.0,TOKO ADT,asli,bersih,0,
6457,2020-09-21,2020-09-01,Monday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,10.0,DUS,180000.0,180000.0,1800000.0,1.0,ARIS FOOD,asli,bersih,0,
6458,2020-09-21,2020-09-01,Monday,SAKANA-001,SAKANA SIOMAY 500 GR,SAKANA,1.0,PACK,24000.0,24000.0,24000.0,1.0,FADIL ANAK BOS,asli,bersih,0,
6459,2020-09-21,2020-09-01,Monday,SAKANA-001,SAKANA SIOMAY 500 GR,SAKANA,1.0,PACK,26000.0,26000.0,26000.0,1.0,CASH,asli,bersih,0,
6460,2020-09-21,2020-09-01,Monday,SAKANA-001,SAKANA SIOMAY 500 GR,SAKANA,40.0,PACK,23500.0,23500.0,940000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
6461,2020-09-21,2020-09-01,Monday,SHIF-002,SHIFUDO BAKSO UDANG 500 GR X 20 PACK,SHIFUDO,1.0,PACK,19000.0,19000.0,19000.0,1.0,CASH,asli,bersih,0,
6462,2020-09-21,2020-09-01,Monday,SINGKONG-001,SINGKONG KEJU 500 GR,SINGKONG,1.0,PACK,11500.0,11500.0,11500.0,1.0,FADIL ANAK BOS,asli,bersih,0,
6463,2020-09-21,2020-09-01,Monday,UMIA-001,UMIA-MI SIOMAY AYAM ISI 15 PCS 260GRX15,UMIA-MI,1.0,DUS,267000.0,267000.0,267000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
6464,2020-09-21,2020-09-01,Monday,UMIA-001,UMIA-MI SIOMAY AYAM ISI 15 PCS 260GRX15,UMIA-MI,1.0,DUS,270000.0,270000.0,270000.0,1.0,FUN MART,asli,bersih,0,
6465,2020-09-21,2020-09-01,Monday,UMIA-002,UMIA-MI SIOMAY VEGIE/AYAM SAYUR 260GRX15,UMIA-MI,1.0,DUS,267000.0,267000.0,267000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
6466,2020-09-21,2020-09-01,Monday,UMIA-002,UMIA-MI SIOMAY VEGIE/AYAM SAYUR 260GRX15,UMIA-MI,1.0,DUS,270000.0,270000.0,270000.0,1.0,FUN MART,asli,bersih,0,
6467,2020-09-21,2020-09-01,Monday,VIGO-001,VIGO SOSIS AYAM PANJANG 450 GR X 20 PACK,VIGO,1.0,DUS,280000.0,280000.0,280000.0,1.0,FUN MART,asli,bersih,0,
6468,2020-09-21,2020-09-01,Monday,VIGO-003,VIGO SOSIS SAPI 900 GR X 10 PACK,VIGO,2.0,PACK,31000.0,31000.0,62000.0,1.0,MAK ITAM,asli,bersih,0,
6469,2020-09-21,2020-09-01,Monday,VIGO-004,VIGO SOSIS SAPI PANJANG 450 GR X 20 PACK,VIGO,1.0,DUS,305000.0,305000.0,305000.0,1.0,FUN MART,asli,bersih,0,
6470,2020-09-21,2020-09-01,Monday,VITALIA-001,VITALIA BURGER SAPI ISI 10 250 GR X 16,VITALIA,1.0,DUS,128000.0,128000.0,128000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
6471,2020-09-21,2020-09-01,Monday,VITALIA-001,VITALIA BURGER SAPI ISI 10 250 GR X 16,VITALIA,8.0,DUS,128000.0,128000.0,1024000.0,1.0,FUN MART,asli,bersih,0,
6472,2020-09-21,2020-09-01,Monday,VITALIA-002,VITALIA BURGER SAPI ISI 20 280 GR X 10,VITALIA,1.0,DUS,85000.0,85000.0,85000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
6473,2020-09-21,2020-09-01,Monday,VITALIA-002,VITALIA BURGER SAPI ISI 20 280 GR X 10,VITALIA,1.0,DUS,100000.0,100000.0,100000.0,1.0,FUN MART,asli,bersih,0,
6474,2020-09-22,2020-09-01,Tuesday,ARTHUR-001,ARTHUR SHOESTRING 2.5 KG X 4 PACK,ARTHUR,4.0,DUS,255000.0,255000.0,1020000.0,1.0,PAK ADEK,asli,info,1,R01
6475,2020-09-22,2020-09-01,Tuesday,AVIKO-001,AVIKO SHOESTRING 2.5 KG X 4 PACK,AVIKO,30.0,DUS,210000.0,210000.0,6300000.0,1.0,BATAM JAYA,asli,bersih,0,
6476,2020-09-22,2020-09-01,Tuesday,BART-001,BART'S SHOESTRING 2.5 KG X 4 PACK,BART'S,10.0,DUS,250000.0,250000.0,2500000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6477,2020-09-22,2020-09-01,Tuesday,BART-002,BART'S SHOESTRING 1 KG X 10 PACK,BART'S,1.0,DUS,255000.0,255000.0,255000.0,1.0,DEPO IKAN LAUT BAGAN,asli,bersih,0,
6478,2020-09-22,2020-09-01,Tuesday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,1.0,DUS,192000.0,192000.0,192000.0,1.0,DEPO IKAN LAUT BAGAN,asli,bersih,0,
6479,2020-09-22,2020-09-01,Tuesday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,7.0,DUS,183000.0,183000.0,1281000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6480,2020-09-22,2020-09-01,Tuesday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,1.0,DUS,210000.0,210000.0,210000.0,1.0,TOKO PAK UGI,asli,bersih,0,
6481,2020-09-22,2020-09-01,Tuesday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,2.0,PACK,32000.0,32000.0,64000.0,1.0,CASH,asli,bersih,0,
6482,2020-09-22,2020-09-01,Tuesday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,PACK,32000.0,32000.0,32000.0,1.0,CASH,asli,bersih,0,
6483,2020-09-22,2020-09-01,Tuesday,CHA-006,CHAMP BASO 500 GR X 10 PACK,CHAMP,2.0,DUS,220000.0,220000.0,440000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6484,2020-09-22,2020-09-01,Tuesday,CHOP-001,CHOP BURGER SAPI ISI 10 250GR X 24 PACK,CHOP,2.0,DUS,216000.0,216000.0,432000.0,1.0,KUBANG JAYA FOOD,asli,bersih,0,
6485,2020-09-22,2020-09-01,Tuesday,CHOP-001,CHOP BURGER SAPI ISI 10 250GR X 24 PACK,CHOP,5.0,DUS,216000.0,216000.0,1080000.0,1.0,MALINDO DUMAI,asli,bersih,0,
6486,2020-09-22,2020-09-01,Tuesday,CHOP-003,CHOP CHOP SOSIS AYAM LONG 700 GR X 18,CHOP,3.0,DUS,423000.0,423000.0,1269000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6487,2020-09-22,2020-09-01,Tuesday,DEN-007,DEN BAGUS BEBEK ISI 21 X 20 PACK,DEN,3.0,PACK,10000.0,10000.0,30000.0,1.0,CASH,asli,bersih,0,
6488,2020-09-22,2020-09-01,Tuesday,DEN-007,DEN BAGUS BEBEK ISI 21 X 20 PACK,DEN,1.0,PACK,10000.0,10000.0,10000.0,1.0,CASH,asli,bersih,0,
6489,2020-09-22,2020-09-01,Tuesday,DEN-013,DEN BAGUS BUNGA ISI 13 X 50 PACK,DEN,5.0,PACK,6000.0,6000.0,30000.0,1.0,CASH,asli,bersih,0,
6490,2020-09-22,2020-09-01,Tuesday,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,IP,10.0,DUS,378000.0,378000.0,3780000.0,1.0,RUDI,asli,info,1,R01
6491,2020-09-22,2020-09-01,Tuesday,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,IP,4.0,DUS,378000.0,378000.0,1512000.0,1.0,MALINDO DUMAI,asli,info,1,R01
6492,2020-09-22,2020-09-01,Tuesday,IP-002,IP LUMPIA SAYUR ISI 20 PCS 500 GR X 24,IP,1.0,DUS,552000.0,552000.0,552000.0,1.0,BATAM JAYA,asli,bersih,0,
6493,2020-09-22,2020-09-01,Tuesday,IP-003,"IP KULIT LUMPIA ISI 40 LBR (8,5 INCH)X20",IP,5.0,DUS,460000.0,460000.0,2300000.0,1.0,MALINDO DUMAI,asli,bersih,0,
6494,2020-09-22,2020-09-01,Tuesday,IP-004,IP CURRY SAMOSA ISI 20 PCS 500 GR X 24,IP,1.0,DUS,552000.0,552000.0,552000.0,1.0,BATAM JAYA,asli,bersih,0,
6495,2020-09-22,2020-09-01,Tuesday,IP-005,IP LUMPIA PISANG COKLAT ISI 20 500GRX24,IP,1.0,DUS,552000.0,552000.0,552000.0,1.0,BATAM JAYA,asli,bersih,0,
6496,2020-09-22,2020-09-01,Tuesday,JOF-001,JOFRANS SOSIS AYAM MADU 500 GR X 20 PACK,JOFRANS,3.0,DUS,350000.0,350000.0,1050000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6497,2020-09-22,2020-09-01,Tuesday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,1.0,DUS,210000.0,210000.0,210000.0,1.0,DEPO IKAN LAUT BAGAN,asli,bersih,0,
6498,2020-09-22,2020-09-01,Tuesday,JOF-004,JOFRANS SOSIS BAKAR (ORI) 500 GR X 12,JOFRANS,2.0,DUS,336000.0,336000.0,672000.0,1.0,MALINDO DUMAI,asli,bersih,0,
6499,2020-09-22,2020-09-01,Tuesday,JOF-008,JOFRANS BASO SAPI 500 GR X 15 PACK,JOFRANS,2.0,DUS,457500.0,457500.0,915000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6500,2020-09-22,2020-09-01,Tuesday,JOF-010,JOFRANS NUGGET AYAM HATI 1000 GR X 10,JOFRANS,4.0,DUS,335000.0,335000.0,1340000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6501,2020-09-22,2020-09-01,Tuesday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,252000.0,252000.0,252000.0,1.0,TOKO PAK UGI,asli,bersih,0,
6502,2020-09-22,2020-09-01,Tuesday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,5.0,DUS,210000.0,210000.0,1050000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6503,2020-09-22,2020-09-01,Tuesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,DUS,210000.0,210000.0,210000.0,1.0,DEPO IKAN LAUT BAGAN,asli,bersih,0,
6504,2020-09-22,2020-09-01,Tuesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,3.0,DUS,210000.0,210000.0,630000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
6505,2020-09-22,2020-09-01,Tuesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,PACK,18000.0,18000.0,18000.0,1.0,CASH,asli,bersih,0,
6506,2020-09-22,2020-09-01,Tuesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,DUS,222000.0,222000.0,222000.0,1.0,TOKO PAK UGI,asli,bersih,0,
6508,2020-09-22,2020-09-01,Tuesday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,10.0,PACK,19000.0,19000.0,190000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6509,2020-09-22,2020-09-01,Tuesday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,1.0,PACK,18000.0,18000.0,18000.0,1.0,CASH,asli,bersih,0,
6510,2020-09-22,2020-09-01,Tuesday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,2.0,PAIL,120000.0,120000.0,240000.0,1.0,SUCI,asli,bersih,0,
6511,2020-09-22,2020-09-01,Tuesday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,1.0,DUS,320000.0,320000.0,320000.0,1.0,DEPO IKAN LAUT BAGAN,asli,bersih,0,
6512,2020-09-22,2020-09-01,Tuesday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,2.0,PACK,18000.0,18000.0,36000.0,1.0,CASH,asli,bersih,0,
6513,2020-09-22,2020-09-01,Tuesday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,10.0,PACK,18000.0,18000.0,180000.0,1.0,TOKO PAK UGI,asli,bersih,0,
6514,2020-09-22,2020-09-01,Tuesday,MIT-003,MITRAKU BAKSO IKAN GORENG 250GRX36 PACK,MITRAKU,3.0,PACK,14000.0,14000.0,42000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6515,2020-09-22,2020-09-01,Tuesday,MIT-017,MITRAKU BAKSO IKAN ISI KEJU 500 GR X 20,MITRAKU,10.0,PACK,31000.0,31000.0,310000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6516,2020-09-22,2020-09-01,Tuesday,OKEY-004,OKEY STICK 1000 GR X 5 PACK,OKEY,1.0,PACK,38000.0,38000.0,38000.0,1.0,CASH,asli,bersih,0,
6517,2020-09-22,2020-09-01,Tuesday,SAKANA-001,SAKANA SIOMAY 500 GR,SAKANA,10.0,PACK,26500.0,26500.0,265000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6518,2020-09-22,2020-09-01,Tuesday,SUN-002,SUNFISH FISH SOY 500 GR X 12 PACK,SUNFISH,6.0,PACK,20000.0,20000.0,120000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6519,2020-09-22,2020-09-01,Tuesday,SUN-004,SUNFISH CHIKUWA MINI 500 GR X 12,SUNFISH,6.0,PACK,26500.0,26500.0,159000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6520,2020-09-22,2020-09-01,Tuesday,SUN-004,SUNFISH CHIKUWA MINI 500 GR X 12,SUNFISH,1.0,PACK,26000.0,26000.0,26000.0,1.0,CASH,asli,bersih,0,
6521,2020-09-22,2020-09-01,Tuesday,SUN-006,SUNFISH DUMPLING CHEESE 500 GR X 12 PACK,SUNFISH,6.0,PACK,25500.0,25500.0,153000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
6524,2020-09-22,2020-09-01,Tuesday,UMIA-001,UMIA-MI SIOMAY AYAM ISI 15 PCS 260GRX15,UMIA-MI,1.0,DUS,270000.0,270000.0,270000.0,1.0,FUN MART,asli,bersih,0,
6525,2020-09-22,2020-09-01,Tuesday,UMIA-002,UMIA-MI SIOMAY VEGIE/AYAM SAYUR 260GRX15,UMIA-MI,1.0,DUS,270000.0,270000.0,270000.0,1.0,FUN MART,asli,bersih,0,
6526,2020-09-22,2020-09-01,Tuesday,VIGO-001,VIGO SOSIS AYAM PANJANG 450 GR X 20 PACK,VIGO,1.0,DUS,280000.0,280000.0,280000.0,1.0,DEPO IKAN LAUT BAGAN,asli,bersih,0,
6527,2020-09-22,2020-09-01,Tuesday,VIGO-004,VIGO SOSIS SAPI PANJANG 450 GR X 20 PACK,VIGO,10.0,PACK,15500.0,15500.0,155000.0,1.0,DEPO IKAN LAUT BAGAN,asli,bersih,0,
6528,2020-09-22,2020-09-01,Tuesday,VIGO-004,VIGO SOSIS SAPI PANJANG 450 GR X 20 PACK,VIGO,20.0,PACK,16500.0,16500.0,330000.0,1.0,RUDI,asli,bersih,0,
6529,2020-09-22,2020-09-01,Tuesday,VIGO-005,VIGO MINI BURGER ISI 20 PCS 235 GRM X 20,VIGO,10.0,DUS,170000.0,170000.0,1700000.0,1.0,BATAM JAYA,asli,bersih,0,
6531,2020-09-22,2020-09-01,Tuesday,VITALIA-001,VITALIA BURGER SAPI ISI 10 250 GR X 16,VITALIA,3.0,DUS,136000.0,136000.0,408000.0,1.0,MALINDO DUMAI,asli,bersih,0,
6532,2020-09-22,2020-09-01,Tuesday,VITALIA-002,VITALIA BURGER SAPI ISI 20 280 GR X 10,VITALIA,1.0,DUS,100000.0,100000.0,100000.0,1.0,FUN MART,asli,bersih,0,
6533,2020-09-22,2020-09-01,Tuesday,WEI-001,WEI WANG COKLAT X 12 PACK,WEI,2.0,DUS,147000.0,147000.0,294000.0,1.0,FUN MART,asli,info,1,R01
6534,2020-09-22,2020-09-01,Tuesday,WEI-001,WEI WANG COKLAT X 12 PACK,WEI,1.0,DUS,150000.0,150000.0,150000.0,1.0,BATAM JAYA,asli,info,1,R01
6535,2020-09-22,2020-09-01,Tuesday,WEI-001,WEI WANG COKLAT X 12 PACK,WEI,30.0,PACK,12500.0,12500.0,375000.0,1.0,RUDI,asli,info,2,"R01,S03"
6536,2020-09-22,2020-09-01,Tuesday,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,WEI,1.0,DUS,150000.0,150000.0,150000.0,1.0,BATAM JAYA,asli,info,1,R01
6537,2020-09-22,2020-09-01,Tuesday,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,WEI,6.0,PACK,12500.0,12500.0,75000.0,1.0,RUDI,asli,info,1,R01
6538,2020-09-23,2020-09-01,Wednesday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,PACK,31000.0,31000.0,31000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6539,2020-09-23,2020-09-01,Wednesday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,2.0,PACK,17500.0,17500.0,35000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6540,2020-09-23,2020-09-01,Wednesday,JOF-003,JOFRANS SPICY WING 500 GR X 12 PACK,JOFRANS,6.0,PACK,42500.0,42500.0,255000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6541,2020-09-23,2020-09-01,Wednesday,JOF-009,JOFRANS BURGER SAPI (PATTIES) 900GR X 12,JOFRANS,3.0,PACK,47000.0,47000.0,141000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6542,2020-09-23,2020-09-01,Wednesday,JOF-010,JOFRANS NUGGET AYAM HATI 1000 GR X 10,JOFRANS,3.0,DUS,330000.0,330000.0,990000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6543,2020-09-23,2020-09-01,Wednesday,JOF-027,JOFRANS BURGER AYAM (PATTIES) 900GR X 12,JOFRANS,3.0,PACK,39000.0,39000.0,117000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6544,2020-09-23,2020-09-01,Wednesday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,1.0,PAIL,120000.0,120000.0,120000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6545,2020-09-23,2020-09-01,Wednesday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,4.0,DUS,310000.0,310000.0,1240000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6546,2020-09-23,2020-09-01,Wednesday,SAKANA-001,SAKANA SIOMAY 500 GR,SAKANA,20.0,PACK,24000.0,24000.0,480000.0,1.0,AMANAH FROZEN,asli,bersih,0,
6547,2020-09-23,2020-09-01,Wednesday,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,WEI,1.0,DUS,150000.0,150000.0,150000.0,1.0,AMANAH FROZEN,asli,info,1,R01
6548,2020-09-24,2020-09-01,Thursday,ARTHUR-001,ARTHUR SHOESTRING 2.5 KG X 4 PACK,ARTHUR,2.0,DUS,250000.0,250000.0,500000.0,1.0,MM GALAXY,asli,info,1,R01
6549,2020-09-24,2020-09-01,Thursday,BART-001,BART'S SHOESTRING 2.5 KG X 4 PACK,BART'S,3.0,DUS,250000.0,250000.0,750000.0,1.0,MM GALAXY,asli,bersih,0,
6550,2020-09-24,2020-09-01,Thursday,BART-002,BART'S SHOESTRING 1 KG X 10 PACK,BART'S,1.0,DUS,255000.0,255000.0,255000.0,1.0,MM GALAXY,asli,bersih,0,
6551,2020-09-24,2020-09-01,Thursday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,2.0,DUS,210000.0,210000.0,420000.0,1.0,TOKO AQILA,asli,peringatan,2,R03
6552,2020-09-24,2020-09-01,Thursday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,6.0,PACK,17500.0,17500.0,105000.0,1.0,CASH,asli,bersih,0,
6553,2020-09-24,2020-09-01,Thursday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,DUS,192000.0,192000.0,192000.0,1.0,TOKO BAIHAQI,asli,bersih,0,
6554,2020-09-24,2020-09-01,Thursday,DEN-001,DEN BAGUS IKAN ISI 32 X 20 PACK,DEN,20.0,PACK,12500.0,12500.0,250000.0,1.0,MULIA JAYA / REGAR,asli,info,1,S03
6555,2020-09-24,2020-09-01,Thursday,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,IP,36.0,PACK,12000.0,12000.0,432000.0,1.0,MULIA JAYA / REGAR,asli,info,1,R01
6556,2020-09-24,2020-09-01,Thursday,JOF-010,JOFRANS NUGGET AYAM HATI 1000 GR X 10,JOFRANS,1.0,DUS,335000.0,335000.0,335000.0,1.0,ANJANI FROZEN FOOD,asli,bersih,0,
6557,2020-09-24,2020-09-01,Thursday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,252000.0,252000.0,252000.0,1.0,PUTRA TUNGGAL,asli,peringatan,2,R03
6558,2020-09-24,2020-09-01,Thursday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,252000.0,252000.0,252000.0,1.0,ACHIKA JAYA,asli,bersih,0,
6559,2020-09-24,2020-09-01,Thursday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,6.0,PACK,18500.0,18500.0,111000.0,1.0,MM GALAXY,asli,bersih,0,
6560,2020-09-24,2020-09-01,Thursday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,6.0,PACK,18500.0,18500.0,111000.0,1.0,MM GALAXY,asli,bersih,0,
6561,2020-09-24,2020-09-01,Thursday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,DUS,222000.0,222000.0,222000.0,1.0,ACHIKA JAYA,asli,bersih,0,
6562,2020-09-24,2020-09-01,Thursday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,6.0,PACK,18500.0,18500.0,111000.0,1.0,CASH,asli,bersih,0,
6563,2020-09-24,2020-09-01,Thursday,LIPAO-001,LI PAO COKLAT,LI,10.0,PACK,15000.0,15000.0,150000.0,1.0,KOPERASI KUSUMA BAKTI,asli,peringatan,2,R03
6564,2020-09-24,2020-09-01,Thursday,LIPAO-001,LI PAO COKLAT,LI,1.0,PACK,15000.0,15000.0,15000.0,1.0,TOKO BAIHAQI,asli,bersih,0,
6565,2020-09-24,2020-09-01,Thursday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,1.0,DUS,360000.0,360000.0,360000.0,1.0,ACHIKA JAYA,asli,bersih,0,
6566,2020-09-24,2020-09-01,Thursday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,1.0,PAIL,125000.0,125000.0,125000.0,1.0,MIAMI - PAK FERI,asli,bersih,0,
6567,2020-09-24,2020-09-01,Thursday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,3.0,PAIL,125000.0,125000.0,375000.0,1.0,CASH,asli,bersih,0,
6568,2020-09-24,2020-09-01,Thursday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,1.0,PACK,18000.0,18000.0,18000.0,1.0,CASH,asli,bersih,0,
6569,2020-09-24,2020-09-01,Thursday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,1.0,DUS,360000.0,360000.0,360000.0,1.0,TOKO HASAN,asli,peringatan,2,R03
6570,2020-09-24,2020-09-01,Thursday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,2.0,DUS,340000.0,340000.0,680000.0,1.0,PAK SOLEH,asli,bersih,0,
6571,2020-09-24,2020-09-01,Thursday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,1.0,DUS,315000.0,315000.0,315000.0,1.0,ANJANI FROZEN FOOD,asli,bersih,0,
6572,2020-09-24,2020-09-01,Thursday,OKEY-002,OKEY SOSIS 1000 GR X 10 PACK,OKEY,3.0,DUS,355000.0,355000.0,1065000.0,1.0,PAK SOLEH,asli,bersih,0,
6573,2020-09-24,2020-09-01,Thursday,OKEY-002,OKEY SOSIS 1000 GR X 10 PACK,OKEY,5.0,PACK,37000.0,37000.0,185000.0,1.0,SRC BUNDA,asli,peringatan,2,R03
6574,2020-09-24,2020-09-01,Thursday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,1.0,DUS,195000.0,195000.0,195000.0,1.0,SRC BUNDA,asli,peringatan,2,R03
6575,2020-09-24,2020-09-01,Thursday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,3.0,DUS,195000.0,195000.0,585000.0,1.0,PUTRA TUNGGAL,asli,peringatan,2,R03
6576,2020-09-24,2020-09-01,Thursday,OKEY-004,OKEY STICK 1000 GR X 5 PACK,OKEY,3.0,DUS,190000.0,190000.0,570000.0,1.0,PUTRA TUNGGAL,asli,peringatan,2,R03
6577,2020-09-24,2020-09-01,Thursday,SHIF-002,SHIFUDO BAKSO UDANG 500 GR X 20 PACK,SHIFUDO,2.0,DUS,363580.0,363580.0,727160.0,1.0,ANJANI FROZEN FOOD,asli,bersih,0,
6578,2020-09-24,2020-09-01,Thursday,VIGO-001,VIGO SOSIS AYAM PANJANG 450 GR X 20 PACK,VIGO,6.0,PACK,16000.0,16000.0,96000.0,1.0,MM GALAXY,asli,bersih,0,
